incident_unique_id,eyear,state,incidentnum,incidentname,emonth,eday,edoy,syear,smonth,sday,sdoy,area_km2,costs,fatalities,home.destroyed,home.threat,home.damage,comm.destroyed,comm.threat,comm.damage,max.pers,max.aerial,tot.pers,tot.aerial,max.agency.support,cause,confidence,geometry
"MI-MIS-001042001|2006|1",2006,MI,MI-MIS-001042001,Keystone,8,7,219,2006,8,3,215,0.42896716,0,0,0,0,0,0,0,0,0,0,0,0,0,Lightning,H,625663.894152566|1132402.86427076
"MI-MIS-004|2005|1",2005,MI,MI-MIS-004,Antrim #006,6,29,180,2005,6,7,158,0.09307778,0,0,1,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-005|2005|1",2005,MI,MI-MIS-005,Arenac #006,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-006|2005|1",2005,MI,MI-MIS-006,Benzie #002,6,28,179,2005,6,7,158,0.0202343,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-007|2005|1",2005,MI,MI-MIS-007,Charlevoix #003,6,28,179,2005,6,7,158,0.00809372,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-008|2005|1",2005,MI,MI-MIS-008,Chippewa #008,6,28,179,2005,6,28,179,0.01618744,0,0,1,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-009|2005|1",2005,MI,MI-MIS-009,Clare #010,6,28,179,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-010|2005|1",2005,MI,MI-MIS-010,Clare #006,6,28,179,2005,6,28,179,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-011|2005|1",2005,MI,MI-MIS-011,Delta #002,6,28,179,2005,6,28,179,0.02428116,0,0,1,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-012|2005|1",2005,MI,MI-MIS-012,Lake #001,6,28,179,2005,6,28,179,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-013|2005|1",2005,MI,MI-MIS-013,Mackinac #001,6,28,179,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-014|2005|1",2005,MI,MI-MIS-014,Marquette #002,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-015|2005|1",2005,MI,MI-MIS-015,Mecosta #003,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-016|2005|1",2005,MI,MI-MIS-016,Menominee #009,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-017|2005|1",2005,MI,MI-MIS-017,Montmorency #001,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-018|2005|1",2005,MI,MI-MIS-018,Oceana #006,6,29,180,2005,6,7,158,0.06879662,0,0,2,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-019|2005|1",2005,MI,MI-MIS-019,Osceola #005,6,29,180,2005,6,7,158,0.00809372,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-020|2005|1",2005,MI,MI-MIS-020,Oseola #012,6,29,180,2005,6,7,158,0.02832802,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-021|2005|1",2005,MI,MI-MIS-021,Osceola #008,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MI-MIS-022|2005|1",2005,MI,MI-MIS-022,Oscoda #001,6,29,180,2005,6,7,158,0.202343,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MN-MNS-14204307|2007|1",2007,MN,MN-MNS-14204307,Molly Lake Fire,5,1,121,2007,5,1,121,0.01214058,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MN-MNS-31420430|2006|1",2006,MN,MN-MNS-31420430,Lake Hubert,4,13,103,2006,4,12,102,0.00404686,0,0,2,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"MO-MOS-000066|2004|1",2004,MO,MO-MOS-000066,SKINNER,4,8,99,2004,4,8,99,0.67177876,0,0,0,3,0,0,0,0,9,0,9,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-GBR-00H|2005|1",2005,MS,MS-GBR-00H,GRAND BAY,9,24,267,2005,9,17,260,4.04686,0,0,0,0,0,0,0,0,28,0,28,0,3,Unk,,10407017.3121425|1788439.90598378
"MS-MSS-00204|2006|1",2006,MS,MS-MSS-00204,DUCAN'S FIRE,3,7,66,2006,1,19,19,0.01618744,0,0,1,0,0,0,0,0,5,0,5,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00205|2006|1",2006,MS,MS-MSS-00205,BRUSHY CREEK FIRE,3,8,67,2006,2,9,40,0.607029,0,0,0,0,0,0,0,0,17,0,22,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00206|2006|1",2006,MS,MS-MSS-00206,SMITH LANE FIRE,3,7,66,2006,2,14,45,0.00809372,0,0,0,0,0,0,0,0,5,0,5,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00207|2006|1",2006,MS,MS-MSS-00207,ENTRICAN FIRE,3,7,66,2006,2,14,45,0.5058575,0,0,0,0,0,0,0,0,5,0,5,0,1,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00208|2006|1",2006,MS,MS-MSS-00208,WOODS CREEK FIRE,3,7,66,2006,2,15,46,0.0404686,0,0,0,0,0,0,0,0,5,0,5,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00208A|2006|1",2006,MS,MS-MSS-00208A,KINGS FIRE,3,7,66,2006,2,16,47,0.7284348,0,0,0,0,0,0,0,0,11,0,11,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00210|2006|1",2006,MS,MS-MSS-00210,COUNTY LINE FIRE,3,7,66,2006,2,22,53,0.4653889,0,0,0,0,0,0,0,0,15,0,15,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00211|2006|1",2006,MS,MS-MSS-00211,LOST FIRE,3,8,67,2006,2,24,55,0.66368504,0,0,0,0,0,0,0,0,3,0,3,0,1,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00213|2006|1",2006,MS,MS-MSS-00213,PIG BRANCH FIRE,3,8,67,2006,2,26,57,1.214058,0,0,0,0,0,0,0,0,11,0,11,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00216|2006|1",2006,MS,MS-MSS-00216,WATERFORD FIRE,3,8,67,2006,3,3,62,0.404686,0,0,0,0,0,0,0,0,19,0,19,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00217|2006|1",2006,MS,MS-MSS-00217,DUPREE FIRE,3,8,67,2006,3,3,62,0.607029,0,0,0,0,0,0,0,0,9,0,9,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00218|2006|1",2006,MS,MS-MSS-00218,CEASAR FIRE,3,8,67,2006,3,3,62,1.011715,0,0,0,0,1,0,0,0,13,0,13,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00224|2006|1",2006,MS,MS-MSS-00224,SANDY CREEK FIRE,3,8,67,2006,3,4,63,2.02343,0,0,0,0,0,0,0,0,13,0,13,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00225|2006|1",2006,MS,MS-MSS-00225,ANNER FIRE,3,8,67,2006,3,4,63,1.0724179,0,0,0,0,0,0,0,0,15,0,15,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00226|2006|1",2006,MS,MS-MSS-00226,BLACK CREEK FIRE,3,8,67,2006,3,4,63,0.8903092,0,0,0,0,0,0,0,0,11,0,11,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00227|2006|1",2006,MS,MS-MSS-00227,HICKMAN FIRE,3,8,67,2006,3,4,63,0.5058575,0,0,0,0,0,0,0,0,3,0,3,0,1,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00229|2006|1",2006,MS,MS-MSS-00229,CENTER RIDGE,3,8,67,2006,3,4,63,0.7284348,0,0,0,0,0,0,0,0,9,0,9,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00230|2006|1",2006,MS,MS-MSS-00230,ELLZEY FIRE,3,8,67,2006,3,5,64,0.1214058,0,0,0,2,0,0,0,0,7,0,7,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00231|2006|1",2006,MS,MS-MSS-00231,SISTRUNK FIRE,3,8,67,2006,3,5,64,1.4568696,0,0,0,0,0,0,0,0,15,0,15,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00232|2006|1",2006,MS,MS-MSS-00232,PINOLO FIRE,3,8,67,2006,3,5,64,1.0521836,0,0,0,3,0,0,0,0,13,0,13,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00233|2006|1",2006,MS,MS-MSS-00233,MARION SCHOOL FIRE,3,8,67,2006,3,5,64,0.4856232,0,0,0,0,0,0,0,0,3,0,3,0,1,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00236|2006|1",2006,MS,MS-MSS-00236,OSTEEN RD. FIRE,3,9,68,2006,3,5,64,1.618744,0,0,0,0,0,0,0,0,9,0,18,0,1,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00237|2006|1",2006,MS,MS-MSS-00237,CLEMNTS FIRE,3,8,67,2006,3,5,64,0.7082005,0,0,0,0,0,0,0,0,15,0,15,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00243|2006|1",2006,MS,MS-MSS-00243,GRANTHAM FIRE,3,8,67,2006,3,5,64,0.8903092,0,0,0,0,0,0,0,0,7,0,7,0,1,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00244|2006|1",2006,MS,MS-MSS-00244,THOMPSON FIRE,3,8,67,2006,3,1,60,0.404686,0,0,0,0,0,0,0,0,9,0,9,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00245|2006|1",2006,MS,MS-MSS-00245,GALENA FIRE,3,8,67,2006,3,1,60,0.404686,0,0,0,14,0,0,0,0,9,0,9,0,1,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00246|2006|1",2006,MS,MS-MSS-00246,SPRING FIRE,3,8,67,2006,3,2,61,2.02343,0,0,0,0,0,0,0,0,25,0,25,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00247|2006|1",2006,MS,MS-MSS-00247,WOLF RIVER FIRE,3,8,67,2006,3,2,61,0.607029,0,0,0,0,0,0,0,0,11,0,11,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00248|2006|1",2006,MS,MS-MSS-00248,MORRIS CREEK FIRE,3,8,67,2006,3,5,64,0.00404686,0,0,0,0,0,0,0,0,13,0,13,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00249|2006|1",2006,MS,MS-MSS-00249,MT OLIVE,3,8,67,2006,3,5,64,0.404686,0,0,0,0,0,0,0,0,5,0,5,0,1,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00250|2006|1",2006,MS,MS-MSS-00250,HATCHIE RIVER,3,8,67,2006,3,5,64,2.428116,0,0,0,0,0,0,0,0,23,0,23,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00251|2006|1",2006,MS,MS-MSS-00251,WALL DOXEY,3,8,67,2006,3,3,62,0.404686,0,0,0,0,0,0,0,0,19,0,19,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00252|2006|1",2006,MS,MS-MSS-00252,CHICKASAW,3,8,67,2006,3,3,62,0.607029,0,0,0,0,0,0,0,0,9,0,9,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00253|2006|1",2006,MS,MS-MSS-00253,MORGAN fIRE,3,8,67,2006,3,6,65,1.0319493,0,0,0,0,0,0,0,0,5,0,5,0,1,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-00253A|2006|1",2006,MS,MS-MSS-00253A,COWPEN FIRE,3,16,75,2006,3,6,65,1.214058,0,0,0,0,0,0,0,0,10,0,20,0,2,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-0077|2006|1",2006,MS,MS-MSS-0077,RICEVILLE,1,5,5,2006,1,5,5,0.809372,0,0,0,0,0,0,0,0,10,0,10,0,3,Human,NF,10407017.3121425|1788439.90598378
"MS-MSS-0079|2006|1",2006,MS,MS-MSS-0079,GRENADA JUNCTION,1,7,7,2006,1,7,7,0.0607029,0,1,0,0,0,0,0,0,6,0,6,0,2,Human,NF,10407017.3121425|1788439.90598378
"NC-CLQ-043002|2004|1",2004,NC,NC-CLQ-043002,BT-11,7,19,201,2004,7,16,198,6.07029,0,0,0,0,0,0,0,0,15,0,15,0,1,Human,L,1759358.33914734|-96241.4020867552
"NC-NCS-13-28-8|2002|1",2002,NC,NC-NCS-13-28-8,MOON TILLETT FIRE,6,6,157,2002,6,6,157,0.0202343,0,0,0,0,0,0,0,0,44,0,44,0,4,Human,H,1811074.43236263|8262.10724518781
"NC-SWR-02001|2002|1",2002,NC,NC-SWR-02001,BELL SLOP FIRE,4,31,116,2002,3,28,87,6.07029,0,0,0,0,0,0,0,0,20,0,41,0,1,Human,H,1763062.29569992|-97371.7297380957
"NC4-016-0010|2002|1",2002,NC,NC4-016-0010,OLD CEDAR ISLAND RD,8,18,230,2002,8,8,220,4.052120918,35000,0,0,20,0,0,0,0,17,1,34,2,1,Unk,H,1767251.10826675|-111354.105725559
"NV-NTE-00042|2006|1",2006,NV,NV-NTE-00042,DOE 1 (MID-VALLEY),7,7,188,2006,7,4,185,34.39831,0,0,0,0,0,0,0,0,0,0,0,0,0,Lightning,M,10407017.3121425|1788439.90598378
"OH-WAF-01|2003|1",2003,OH,OH-WAF-01,ICE STORM,3,9,68,2003,2,16,47,40.4686,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"OK-OKS-06-50001|2006|1",2006,OK,OK-OKS-06-50001,Fairland FD,3,30,89,2006,3,27,86,1.618744,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"OK-OKS-06-50003|2006|1",2006,OK,OK-OKS-06-50003,Gage,3,30,89,2006,3,16,75,1.618744,3200,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"OK-OKS-06-50004|2006|1",2006,OK,OK-OKS-06-50004,Darrell Nichols old Place,3,30,89,2006,3,28,87,0.0202343,0,0,0,0,0,0,0,0,3,0,3,0,1,Human,NF,10407017.3121425|1788439.90598378
"OK-OKS-06-50005|2006|1",2006,OK,OK-OKS-06-50005,Chouteau Point,3,31,90,2006,3,27,86,0.202343,0,0,0,12,1,0,0,0,28,0,28,0,1,Unk,,10407017.3121425|1788439.90598378
"OK-OKS-06-50006|2006|1",2006,OK,OK-OKS-06-50006,SW Lincoln Co. 6119,3,31,90,2006,3,28,87,0.00809372,0,0,1,2,0,0,0,0,0,0,0,0,0,Human,NF,10407017.3121425|1788439.90598378
"OK-OKS-06-50007|2006|1",2006,OK,OK-OKS-06-50007,Copan 44,3,31,90,2006,3,27,86,3.237488,0,0,0,0,0,0,0,0,6,0,6,0,1,Unk,,10407017.3121425|1788439.90598378
"OK-OKS-06-50010|2006|1",2006,OK,OK-OKS-06-50010,10 Mile Road,4,19,109,2006,4,6,96,1.9424928,0,0,0,30,0,0,0,0,0,0,0,0,0,Human,NF,10407017.3121425|1788439.90598378
"OK-OKS-06-50012|2006|1",2006,OK,OK-OKS-06-50012,OSFD #145,4,19,109,2006,4,6,96,0,0,0,1,1,0,0,0,0,4,0,4,0,1,Human,NF,10407017.3121425|1788439.90598378
"OK-OKS-06-50013|2006|1",2006,OK,OK-OKS-06-50013,Strother Fire 43,4,20,110,2006,4,17,107,1.214058,0,0,0,0,0,0,0,0,15,0,15,0,1,Human,NF,10407017.3121425|1788439.90598378
"OK-OKS-06-60005|2006|1",2006,OK,OK-OKS-06-60005,GUTHRIE FIRE,1,8,8,2006,1,1,1,4.04686,0,0,0,100,0,0,0,0,45,0,47,0,1,Unk,,10407017.3121425|1788439.90598378
"OK-OKS-06-6039|2006|1",2006,OK,OK-OKS-06-6039,Charles Harrier,2,12,43,2006,2,7,38,1.214058,0,0,0,2,1,0,0,0,42,0,105,0,2,Unk,,10407017.3121425|1788439.90598378
"OK-OKS-06-6086|2006|1",2006,OK,OK-OKS-06-6086,Oklahoma Fire Response,3,31,82,2006,1,1,1,1798.69977048,9600000,0,40,185,6,4,2,1,327,6,11763,207,2,Unk,,10407017.3121425|1788439.90598378
"OK-OKS-MISC1|2002|1",2002,OK,OK-OKS-MISC1,ABC MISC-1,8,24,236,2002,1,1,1,0,0,0,1,171,0,0,0,0,0,0,0,0,0,Human,NF,10407017.3121425|1788439.90598378
"OR-711-000131-04|2003|1",2003,OR,OR-711-000131-04,9-05 Complex,9,6,249,2003,9,5,248,2.7316305,4e+05,0,0,0,0,0,0,0,425,0,425,0,4,Lightning,NF,10407017.3121425|1788439.90598378
"OR-UPF-000016|2003|1",2003,OR,OR-UPF-000016,SNOG,8,10,222,2003,6,13,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"OR-VAD-000231|2005|1",2005,OR,OR-VAD-000231,Thieft Valley,7,29,210,2005,7,28,209,0.9712464,0,0,0,0,0,0,0,0,0,0,0,0,0,Lightning,NF,10407017.3121425|1788439.90598378
"PA-PAS-031003|2007|1",2007,PA,PA-PAS-031003,Laurel Run/Lupfer,4,24,114,2007,4,22,112,0.00404686,0,0,0,0,1,0,0,0,37,0,37,0,2,Unk,,10407017.3121425|1788439.90598378
"PA-PAS-16-005|2006|1",2006,PA,PA-PAS-16-005,Campground,4,12,102,2006,3,30,89,0.00404686,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,NF,10407017.3121425|1788439.90598378
"PA-PAS-19-024|2006|1",2006,PA,PA-PAS-19-024,Hamilton,4,5,95,2006,3,31,90,0,0,0,0,0,0,0,0,0,40,0,40,0,2,Unk,,10407017.3121425|1788439.90598378
"PR-CBR-000006|2012|1",2012,FL,PR-CBR-000006,Father Day,7,3,185,2012,6,16,168,1.0521836,15000,0,0,0,0,0,0,0,3,0,3,0,2,Human,M,3124504.92482803|-1671322.05252353
"PR-CBR-HLT9|2013|1",2013,,PR-CBR-HLT9,Dozer Line,6,28,179,2013,6,20,171,0.495335664,0,0,0,100,0,0,0,0,12,0,36,0,1,Human,H,3127487.67358519|-1669273.97686873
"PR-CBR-HUK4|2013|1",2013,,PR-CBR-HUK4,Cabo Rojo Saltflats,8,28,240,2013,8,7,219,0.45324832,0,0,0,0,0,0,0,0,12,0,36,0,1,Human,M,3124317.5408503|-1671132.910302
"PR-VQR-0013|2013|1",2013,,PR-VQR-0013,Impact Area,5,27,133,2013,4,24,114,1.214058,0,0,0,0,0,0,0,0,5,0,21,0,1,Human,H,3314305.64915538|-1590348.57957908
"PR-VQR-HC2U|2013|1",2013,,PR-VQR-HC2U,La Roceta,4,14,92,2013,3,2,61,0.63940388,0,0,0,0,0,0,0,0,7,0,21,0,2,Unk,H,3136070.61429497|-1663206.0904887
"PR-VQR-HDH1|2013|1",2013,,PR-VQR-HDH1,Puerto Negro,4,31,97,2013,3,26,85,6.07029,2000,0,0,0,0,0,0,0,2,0,14,0,1,Human,H,3315452.7767735|-1590214.58469006
"SD-PRA-258|2003|1",2003,SD,SD-PRA-258,PAPA,8,14,226,2003,8,13,225,20.1938314,0,0,0,2,0,0,0,0,40,0,80,0,1,Unk,,10407017.3121425|1788439.90598378
"TN-CNF-012|2001|1",2001,TN,TN-CNF-012,North-End Complex,11,20,324,2001,11,10,314,10.5825389,1297313,0,0,0,0,0,0,0,229,0,687,0,4,Human,NF,10407017.3121425|1788439.90598378
"TN-D3S-001|2002|1",2002,TN,TN-D3S-001,Meigs Co. Fire,8,29,241,2002,8,13,225,0.6677319,0,0,0,2,0,0,0,0,0,0,0,0,0,Human,NF,10407017.3121425|1788439.90598378
"TN-D3S-002|2002|1",2002,TN,TN-D3S-002,Rhea County,8,29,241,2002,8,13,225,1.618744,0,0,0,19,0,0,0,0,0,0,0,0,0,Human,NF,10407017.3121425|1788439.90598378
"TX-AHR-2819|2002|1",2002,TX,TX-AHR-2819,S. RES CAMPBELL,12,23,357,2002,12,19,353,2.428116,0,0,0,0,0,0,0,0,6,0,12,0,1,Human,NF,10407017.3121425|1788439.90598378
"TX-PAP-012002|2012|1",2012,TX,TX-PAP-012002,6 Mile,7,19,201,2012,7,14,196,52.60108628,10000,0,0,0,0,0,0,0,26,0,41,0,3,Lightning,H,-134885.007869302|-1127707.3003053
"TX-RGR-D14B|2007|1",2007,TX,TX-RGR-D14B,PATE,11,9,313,2007,11,6,310,0.7082005,20000,0,0,0,0,0,0,0,13,0,32,0,2,Unk,H,-230585.810088039|-1264903.16000994
"TX-TXS-006008|2005|1",2005,TX,TX-TXS-006008,EAST TEXAS INITIAL ATTACK,12,31,365,2005,12,26,360,0,0,0,3,25,0,0,0,0,76,0,76,0,6,Unk,,10407017.3121425|1788439.90598378
"TX-TXS-006008|2006|1",2006,TX,TX-TXS-006008,EAST TEXAS INITIAL ATTACK,1,25,25,2005,12,1,335,50.88521764,5370903,0,7,30,0,0,5,0,407,0,7602,0,8,Unk,,10407017.3121425|1788439.90598378
"TX-TXS-06003|2006|1",2006,TX,TX-TXS-06003,North Central Texas IA,3,31,60,2005,11,1,331,1015.52714212,25369466,0,37,184,1,3,20,3,716,0,26765,0,10,Unk,,10407017.3121425|1788439.90598378
"TX-TXS-06013|2006|1",2006,TX,TX-TXS-06013,West Texas IA,6,31,152,2006,3,1,60,82.29694496,17775000,0,1,145,0,0,2,0,453,0,19276,0,9,Unk,,10407017.3121425|1788439.90598378
"TX-TXS-06016|2006|1",2006,TX,TX-TXS-06016,West Texas Summer Fire,9,31,261,2006,9,31,261,37.84218786,20920719,0,0,60,0,60,3,0,515,1,21994,18,9,Unk,,10407017.3121425|1788439.90598378
"TX-TXS-066043|2006|1",2006,TX,TX-TXS-066043,Gunsight Complex,2,14,45,2006,2,12,43,6.5761475,0,0,2,15,0,0,0,0,0,0,0,0,0,Unk,,10407017.3121425|1788439.90598378
"TX-TXS-88052|2008|1",2008,TX,TX-TXS-88052,Texas Winter Fires 2008,8,31,234,2008,1,28,28,89.58533982,77648139,0,8,270,0,1,52,0,509,0,65956,0,10,Unk,,10407017.3121425|1788439.90598378
"TX-TXS-990045|2009|1",2009,TX,TX-TXS-990045,#1053,3,8,67,2009,3,5,64,2.6102247,0,0,1,0,0,0,0,0,0,0,0,0,0,Unk,NF,5128509.52172652|-2844486.02535226
"VA-VAS-0014|2006|1",2006,VA,VA-VAS-0014,Newsomes,3,14,73,2006,3,13,72,0.4451546,2000,0,0,60,0,0,2,0,32,0,32,0,1,Human,NF,10407017.3121425|1788439.90598378
"VA-VAS-09050056|2009|1",2009,VA,VA-VAS-09050056,Poor Mountain,4,21,111,2009,4,5,95,0.7082005,0,0,0,5,0,0,0,0,0,0,0,0,0,Human,NF,708180.89286021|4100117.56762127
"WA-WFS-0004|2003|1",2003,WA,WA-WFS-0004,HIGHWAY 10 FIRE,7,30,211,2003,7,28,209,0.809372,0,0,0,0,0,0,0,0,65,0,65,0,1,Unk,,10407017.3121425|1788439.90598378
"WV-WVS-S2009400152|2009|1",2009,WV,WV-WVS-S2009400152,BRADSHAW #2,6,23,174,2009,4,26,116,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Unk,NF,-517056.777771025|-3954984.05783305
"WY-BTF-005|2003|1",2003,WY,WY-BTF-005,TWO ECHO,6,28,179,2003,5,30,150,0,0,0,0,0,0,0,0,0,1,0,2,0,1,Unk,,10407017.3121425|1788439.90598378
